title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
Domestic Girlfriend,"Drama, Ecchi, Romance",diomedéa,12,2019-01,Tv,64,AniList
The Quintessential Quintuplets 2,"Comedy, Drama, Romance, Slice of Life",Bibury Animation Studios,12,2021-01,Tv,79,AniList
Angels of Death,"Action, Adventure, Horror, Psychological, Thriller",J.C.STAFF,12,2018-07,Tv,67,AniList
Sword Art Online: Alicization - War of Underworld,"Action, Adventure, Fantasy",A-1 Pictures,12,2019-10,Tv,75,AniList
March comes in like a lion,"Drama, Slice of Life",Shaft,22,2016-10,Tv,83,AniList
My Teen Romantic Comedy SNAFU Climax!,"Comedy, Drama, Romance, Slice of Life",feel.,12,2020-07,Tv,82,AniList
Attack on Titan Final Season THE FINAL CHAPTERS Special 1,"Action, Drama, Fantasy, Mystery, Psychological",MAPPA,1,2023-03,Special,87,AniList
Grand Blue Dreaming,"Comedy, Slice of Life, Sports",Zero-G,12,2018-07,Tv,82,AniList
Zom 100: Bucket List of the Dead,"Action, Comedy, Horror, Supernatural",Shogakukan-Shueisha Productions,12,2023-07,Tv,77,AniList
Arifureta: From Commonplace to World's Strongest,"Action, Adventure, Fantasy, Psychological",WHITE FOX,13,2019-07,Tv,65,AniList
Ranking of Kings,"Action, Adventure, Drama, Fantasy",WIT STUDIO,23,2021-10,Tv,84,AniList
given,"Drama, Music, Romance, Slice of Life",Lerche,11,2019-07,Tv,82,AniList
Yona of the Dawn,"Action, Adventure, Comedy, Drama, Fantasy, Romance",Studio Pierrot,24,2014-10,Tv,79,AniList
Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,"Action, Adventure, Drama, Fantasy, Supernatural",ufotable,8,2024-05,Tv,80,AniList
Dragon Ball Super,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Toei Animation,131,2015-07,Tv,72,AniList
Cells at Work!,"Action, Comedy, Sci-Fi",David Production,13,2018-07,Tv,74,AniList
Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Drama, Fantasy, Supernatural",ufotable,13,2015-04,Tv,82,AniList
FLCL,"Action, Comedy, Mecha, Sci-Fi",Gainax,6,2000-04,Ova,78,AniList
Summer Time Rendering,"Action, Drama, Mystery, Supernatural, Thriller",OLM,25,2022-04,Tv,83,AniList
Kiznaiver,"Drama, Romance, Sci-Fi",TRIGGER,12,2016-04,Tv,71,AniList
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,"Comedy, Ecchi",J.C.STAFF,12,2015-07,Tv,69,AniList
The Seven Deadly Sins: Imperial Wrath of the Gods,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",Studio DEEN,24,2019-10,Tv,62,AniList
SPY x FAMILY Season 2,"Action, Comedy, Slice of Life, Supernatural",WIT STUDIO,12,2023-10,Tv,81,AniList
The Melancholy of Haruhi Suzumiya,"Comedy, Mystery, Sci-Fi, Slice of Life, Supernatural",Kyoto Animation,14,2006-04,Tv,76,AniList
Black Bullet,"Action, Drama, Mystery, Sci-Fi",Kinema Citrus,13,2014-04,Tv,67,AniList
How NOT to Summon a Demon Lord,"Comedy, Ecchi, Fantasy",Ajiado,12,2018-07,Tv,66,AniList
Bungo Stray Dogs 3,"Action, Comedy, Mystery, Supernatural",bones,12,2019-04,Tv,81,AniList
Into the Forest of Fireflies' Light,"Drama, Fantasy, Romance, Supernatural",Aniplex,1,2011-09,Movie,79,AniList
91 Days,"Action, Drama, Psychological",Shuka,12,2016-07,Tv,76,AniList
The Case Study of Vanitas,"Drama, Fantasy, Mystery, Supernatural",bones,12,2021-07,Tv,78,AniList
Lycoris Recoil,"Action, Slice of Life",A-1 Pictures,13,2022-07,Tv,81,AniList
Tsuredure Children,"Comedy, Drama, Romance, Slice of Life",Studio Gokumi,12,2017-07,Tv Short,74,AniList
Seraph of the End: Battle in Nagoya,"Action, Drama, Fantasy, Supernatural",WIT STUDIO,12,2015-10,Tv,74,AniList
Wolf Children,"Drama, Fantasy, Romance, Slice of Life",MADHOUSE,1,2012-06,Movie,83,AniList
High School DxD NEW,"Action, Comedy, Ecchi, Fantasy, Romance",Funimation,12,2013-06,Tv,71,AniList
Daily Lives of High School Boys,"Comedy, Slice of Life",Sunrise,12,2012-01,Tv,80,AniList
Shikimori's Not Just a Cutie,"Comedy, Romance, Slice of Life",Doga Kobo,12,2022-04,Tv,68,AniList
Sword Art Online the Movie: Ordinal Scale,"Action, Adventure, Fantasy, Romance, Sci-Fi",A-1 Pictures,1,2017-02,Movie,73,AniList
Baccano!,"Action, Mystery, Supernatural",Aniplex,13,2007-07,Tv,81,AniList
Is It Wrong to Try to Pick Up Girls in a Dungeon? III,"Action, Adventure, Comedy, Fantasy, Romance",J.C.STAFF,12,2020-10,Tv,74,AniList
TRINITY SEVEN,"Action, Comedy, Ecchi, Fantasy, Romance",Seven Arcs,12,2014-10,Tv,67,AniList
Kabaneri of the Iron Fortress,"Action, Drama, Fantasy, Horror, Supernatural",WIT STUDIO,12,2016-04,Tv,70,AniList
Kokoro Connect,"Drama, Romance, Slice of Life, Supernatural",Starchild Records,13,2012-07,Tv,75,AniList
Sword Art Online: Alicization - War of Underworld Part 2,"Action, Adventure, Fantasy",Aniplex,11,2020-07,Tv,74,AniList
Grave of the Fireflies,Drama,Studio Ghibli,1,1988-04,Movie,83,AniList
Nisemonogatari,"Comedy, Drama, Ecchi, Mystery, Psychological, Supernatural",Aniplex,11,2012-01,Tv,79,AniList
A Certain Magical Index,"Action, Sci-Fi, Supernatural",J.C.STAFF,24,2008-10,Tv,70,AniList
Haven't You Heard? I'm Sakamoto,"Comedy, Slice of Life",Studio DEEN,12,2016-04,Tv,73,AniList
Cautious Hero: The Hero Is Overpowered but Overly Cautious,"Action, Adventure, Comedy, Fantasy",WHITE FOX,12,2019-10,Tv,73,AniList
Eromanga Sensei,"Comedy, Drama, Ecchi, Romance, Slice of Life",A-1 Pictures,12,2017-04,Tv,60,AniList
Akashic Records of Bastard Magic Instructor,"Action, Comedy, Fantasy",LIDENFILMS,12,2017-04,Tv,68,AniList
Tengoku Daimakyo,"Adventure, Mystery, Sci-Fi, Thriller",Production I.G,13,2023-04,Tv,81,AniList
Free! -Iwatobi Swim Club-,"Comedy, Drama, Slice of Life, Sports",Kyoto Animation,12,2013-06,Tv,71,AniList
Violet Evergarden: the Movie,"Drama, Fantasy, Slice of Life",Kyoto Animation,1,2020-09,Movie,87,AniList
MUSHI-SHI,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",Artland,26,2005-10,Tv,85,AniList
NANA,"Drama, Music, Romance, Slice of Life",MADHOUSE,47,2006-04,Tv,85,AniList
Welcome to the N-H-K,"Comedy, Drama, Psychological, Romance, Slice of Life",GONZO,24,2006-07,Tv,82,AniList
Gate,"Action, Adventure, Fantasy",A-1 Pictures,12,2015-07,Tv,74,AniList
Yamada and the Seven Witches,"Comedy, Mystery, Romance, Supernatural",LIDENFILMS,12,2015-04,Tv,73,AniList
BLEND-S,"Comedy, Slice of Life",A-1 Pictures,12,2017-10,Tv,70,AniList
"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway","Drama, Romance, Slice of Life",project No.9,13,2021-04,Tv,70,AniList
Fate/stay night,"Action, Fantasy, Romance, Supernatural",NBCUniversal Entertainment Japan,24,2006-01,Tv,68,AniList
Fairy Tail Series 2,"Action, Adventure, Fantasy",A-1 Pictures,102,2014-04,Tv,74,AniList
Fruits Basket Season 2,"Comedy, Drama, Psychological, Romance, Slice of Life, Supernatural",TMS Entertainment,25,2020-04,Tv,85,AniList
Scum's Wish,"Drama, Ecchi, Psychological, Romance",Lerche,12,2017-01,Tv,68,AniList
The Disastrous Life of Saiki K. Season 2,"Comedy, Slice of Life, Supernatural",J.C.STAFF,24,2018-01,Tv,83,AniList
Spice and Wolf,"Adventure, Fantasy, Romance, Slice of Life",Imagin,13,2008-01,Tv,80,AniList
"Love, Chunibyo & Other Delusions - Heart Throb -","Comedy, Drama, Romance, Slice of Life",Kyoto Animation,12,2014-01,Tv,74,AniList
Delicious in Dungeon,"Adventure, Comedy, Fantasy",TRIGGER,24,2024-01,Tv,85,AniList
A Whisker Away,"Drama, Fantasy, Romance",Studio Colorido,1,2020-06,Movie,72,AniList
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,"Action, Adventure, Drama, Fantasy, Mystery, Romance",SILVER LINK.,12,2021-10,Tv,72,AniList
Blue Exorcist: Kyoto Saga,"Action, Fantasy, Supernatural",A-1 Pictures,12,2017-01,Tv,72,AniList
From the New World,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",Aniplex,25,2012-09,Tv,80,AniList
Kuroko's Basketball 2,"Comedy, Sports",Production I.G,25,2013-10,Tv,80,AniList
Dr. STONE New World,"Action, Adventure, Comedy, Sci-Fi",Toho,11,2023-04,Tv,81,AniList
Kiki's Delivery Service,"Adventure, Drama, Fantasy, Slice of Life",Studio Ghibli,1,1989-07,Movie,81,AniList
Ponyo,"Adventure, Fantasy",Studio Ghibli,1,2008-07,Movie,79,AniList
Snow White with the Red Hair,"Drama, Fantasy, Romance",bones,12,2015-07,Tv,76,AniList
BLEACH: Thousand-Year Blood War,"Action, Adventure, Supernatural",Studio Pierrot,13,2022-10,Tv,88,AniList
When They Cry,"Horror, Mystery, Psychological, Supernatural, Thriller",Studio DEEN,26,2006-04,Tv,75,AniList
Saekano: How to Raise a Boring Girlfriend,"Comedy, Romance, Slice of Life",A-1 Pictures,13,2015-01,Tv,73,AniList
Food Wars! The Fourth Plate,"Comedy, Ecchi",J.C.STAFF,12,2019-10,Tv,76,AniList
Hellsing Ultimate,"Action, Horror, Supernatural",MADHOUSE,10,2006-02,Ova,81,AniList
Vivy -Fluorite Eye's Song-,"Action, Drama, Music, Sci-Fi, Thriller",WIT STUDIO,13,2021-04,Tv,82,AniList
The Girl Who Leapt Through Time,"Drama, Romance, Sci-Fi",MADHOUSE,1,2006-07,Movie,78,AniList
K,"Action, Mystery, Supernatural",Starchild Records,13,2012-10,Tv,71,AniList
Monogatari Series Second Season,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",Shaft,26,2013-07,Tv,88,AniList
Grimgar of Fantasy and Ash,"Action, Adventure, Drama, Fantasy",A-1 Pictures,12,2016-01,Tv,74,AniList
JoJo's Bizarre Adventure: STONE OCEAN,"Action, Adventure, Drama, Supernatural",Warner Bros. Japan,12,2021-12,Ona,80,AniList
Darker than Black,"Action, Mystery, Sci-Fi",bones,25,2007-04,Tv,77,AniList
Food Wars! The Third Plate: Totsuki Train Arc,"Comedy, Ecchi",J.C.STAFF,12,2018-04,Tv,77,AniList
High School DxD BorN,"Action, Comedy, Ecchi, Fantasy, Romance",TNK,12,2015-04,Tv,70,AniList
INUYASHIKI LAST HERO,"Action, Drama, Psychological, Sci-Fi",MAPPA,11,2017-10,Tv,74,AniList
GAMERS!,"Comedy, Drama, Romance, Slice of Life",PINE JAM,12,2017-07,Tv,65,AniList
Himouto! Umaru-chan,"Comedy, Slice of Life",Doga Kobo,12,2015-07,Tv,67,AniList
Suzume,"Adventure, Fantasy, Mystery, Supernatural",CoMix Wave,1,2022-11,Movie,82,AniList
Wise Man’s Grandchild,"Action, Comedy, Fantasy, Romance",SILVER LINK.,12,2019-04,Tv,64,AniList
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.","Action, Adventure, Comedy, Fantasy, Slice of Life",SILVER LINK.,12,2020-01,Tv,74,AniList
Darwin's Game,"Action, Mystery, Sci-Fi, Thriller",Nexus,11,2020-01,Tv,70,AniList
My Hero Academia: Heroes Rising,"Action, Sci-Fi",bones,1,2019-12,Movie,78,AniList
86 EIGHTY-SIX Part 2,"Action, Drama, Mecha, Sci-Fi",A-1 Pictures,12,2021-10,Tv,86,AniList
Dorohedoro,"Action, Adventure, Comedy, Fantasy, Horror, Mystery",MAPPA,12,2020-01,Tv,79,AniList
Fruits Basket The Final Season,"Comedy, Drama, Psychological, Romance, Slice of Life, Supernatural",TMS Entertainment,13,2021-04,Tv,89,AniList
The Seven Deadly Sins: Signs of A Holy War,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",A-1 Pictures,4,2016-08,Tv,67,AniList
InuYasha,"Action, Adventure, Comedy, Fantasy, Romance",Kyoto Animation,167,2000-10,Tv,76,AniList
Teasing Master Takagi-san,"Comedy, Romance, Slice of Life",Shin-Ei Animation,12,2018-01,Tv,74,AniList
My Love Story with Yamada-kun at Lv999,"Comedy, Drama, Romance",Aniplex,13,2023-04,Tv,78,AniList
A Place Further Than the Universe,"Adventure, Comedy, Drama",MADHOUSE,13,2018-01,Tv,84,AniList
Magi: The Kingdom of Magic,"Action, Adventure, Fantasy",A-1 Pictures,25,2013-10,Tv,81,AniList
Laid-Back Camp,"Comedy, Slice of Life",C-Station,12,2018-01,Tv,81,AniList
Sword Art Online Alternative: Gun Gale Online,"Action, Sci-Fi",Studio 3Hz,12,2018-04,Tv,69,AniList
Monster Musume: Everyday Life With Monster Girls,"Comedy, Ecchi, Fantasy, Romance",Lerche,12,2015-07,Tv,66,AniList
K-ON! Season 2,"Comedy, Music, Slice of Life",Kyoto Animation,26,2010-04,Tv,82,AniList
The Millionaire Detective - Balance: UNLIMITED,"Action, Comedy, Mystery, Sci-Fi",CloverWorks,11,2020-04,Tv,74,AniList
Miss Kobayashi's Dragon Maid S,"Comedy, Fantasy, Slice of Life",Kyoto Animation,12,2021-07,Tv,81,AniList
Nisekoi:,"Comedy, Romance, Slice of Life",Shaft,12,2015-04,Tv,71,AniList
Little Witch Academia (TV),"Comedy, Fantasy",TRIGGER,25,2017-01,Tv,77,AniList
takt op.Destiny,"Action, Fantasy, Music",Bandai Namco Arts,12,2021-10,Tv,69,AniList
GTO: Great Teacher Onizuka,"Comedy, Drama, Slice of Life",Studio Pierrot,43,1999-06,Tv,84,AniList
Kizumonogatari Part 1: Tekketsu,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",Aniplex,1,2016-01,Movie,83,AniList
Haganai,"Comedy, Ecchi, Romance, Slice of Life",Funimation,12,2011-10,Tv,68,AniList
"Josee, the Tiger and the Fish","Drama, Romance, Slice of Life",bones,1,2020-12,Movie,82,AniList
BTOOOM!,"Action, Psychological, Sci-Fi",MADHOUSE,12,2012-10,Tv,68,AniList
Amagi Brilliant Park,"Comedy, Fantasy",Kyoto Animation,13,2014-10,Tv,72,AniList
Ghost in the Shell,"Action, Psychological, Sci-Fi",Production I.G,1,1995-11,Movie,80,AniList
Berserk,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",OLM,25,1997-10,Tv,84,AniList
Trigun,"Action, Adventure, Comedy, Drama, Sci-Fi",MADHOUSE,26,1998-04,Tv,80,AniList
Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,"Adventure, Drama, Ecchi, Fantasy",Studio Bind,12,2024-04,Tv,83,AniList
Overlord IV,"Action, Adventure, Fantasy",MADHOUSE,13,2022-07,Tv,80,AniList
Akudama Drive,"Action, Drama, Sci-Fi, Thriller",Studio Pierrot,12,2020-10,Tv,75,AniList
SAKAMOTO DAYS,"Action, Comedy",TMS Entertainment,11,2025-01,Ona,76,AniList
Mieruko-chan,"Comedy, Horror, Slice of Life, Supernatural",Passione,12,2021-10,Tv,72,AniList
Kuroko's Basketball 3,"Comedy, Sports",Production I.G,25,2015-01,Tv,81,AniList
Komi Can't Communicate Part 2,"Comedy, Romance, Slice of Life",Shogakukan-Shueisha Productions,12,2022-04,Tv,79,AniList
Land of the Lustrous,"Action, Drama, Fantasy, Mystery, Psychological",Orange,12,2017-10,Tv,83,AniList
The Eminence in Shadow Season 2,"Action, Comedy, Fantasy",KADOKAWA,12,2023-10,Tv,82,AniList
Kamisama Kiss,"Comedy, Fantasy, Romance, Supernatural",TV Tokyo,13,2012-10,Tv,80,AniList
Made in Abyss: Dawn of the Deep Soul,"Action, Adventure, Drama, Fantasy, Horror, Mystery, Psychological, Sci-Fi",Kinema Citrus,1,2020-01,Movie,85,AniList
The Testament of Sister New Devil,"Action, Ecchi, Fantasy, Romance",Production IMS,12,2015-01,Tv,63,AniList
ZOMBIE LAND SAGA,"Comedy, Music, Supernatural",MAPPA,12,2018-10,Tv,74,AniList
In/Spectre,"Comedy, Mystery, Romance, Supernatural",Brain's Base,12,2020-01,Tv,68,AniList
Tsukigakirei,"Drama, Romance, Slice of Life",feel.,12,2017-04,Tv,78,AniList
Yu Yu Hakusho: Ghostfiles,"Action, Adventure, Comedy, Supernatural",Studio Pierrot,112,1992-10,Tv,82,AniList
A Certain Scientific Railgun,"Action, Fantasy, Sci-Fi",J.C.STAFF,24,2009-10,Tv,75,AniList
KONOSUBA -God's blessing on this wonderful world! 3,"Action, Adventure, Comedy, Ecchi, Fantasy",Drive,11,2024-04,Tv,82,AniList
The Way of the Househusband,"Comedy, Slice of Life",J.C.STAFF,5,2021-04,Ona,71,AniList
My Love Story!!,"Comedy, Romance",MADHOUSE,24,2015-04,Tv,77,AniList
"Say ""I love you"".","Drama, Romance",Starchild Records,13,2012-10,Tv,71,AniList
The Asterisk War,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",A-1 Pictures,12,2015-10,Tv,65,AniList
Barakamon,Slice of Life,Kinema Citrus,12,2014-07,Tv,82,AniList
Link Click,"Drama, Mystery, Supernatural, Thriller",BeDream,11,2021-04,Ona,86,AniList
Nekomonogatari Black,"Drama, Mystery, Psychological, Romance, Supernatural",Shaft,4,2012-12,Tv,77,AniList
The Devil is a Part-Timer! Season 2,"Comedy, Fantasy, Romance, Slice of Life",Studio 3Hz,12,2022-07,Tv,66,AniList
The Familiar of Zero,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,13,2006-07,Tv,68,AniList
"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!","Comedy, Slice of Life",Square Enix,12,2013-07,Tv,67,AniList
Classroom of the Elite Season 3,"Drama, Psychological",KADOKAWA,13,2024-01,Tv,79,AniList
WIND BREAKER,"Action, Comedy, Drama",CloverWorks,13,2024-04,Tv,78,AniList
Welcome to Demon School! Iruma-kun,"Comedy, Fantasy",Bandai Namco Pictures,23,2019-10,Tv,77,AniList
Alya Sometimes Hides Her Feelings in Russian,"Comedy, Romance, Slice of Life",KADOKAWA,12,2024-07,Tv,75,AniList
MASHLE: MAGIC AND MUSCLES Season 2,"Action, Comedy, Fantasy",A-1 Pictures,12,2024-01,Tv,78,AniList
HINAMATSURI,"Comedy, Sci-Fi, Slice of Life, Supernatural",feel.,12,2018-04,Tv,80,AniList
Moriarty the Patriot,"Drama, Mystery, Psychological",Production I.G,11,2020-10,Tv,80,AniList
Sound! Euphonium,"Drama, Music, Slice of Life",Kyoto Animation,13,2015-04,Tv,80,AniList
Attack on Titan: No Regrets,"Action, Drama, Fantasy",Production I.G,2,2014-12,Ova,82,AniList
Blue Period,"Drama, Slice of Life",Seven Arcs,12,2021-09,Ona,77,AniList
Tomo-chan Is a Girl!,"Comedy, Romance, Slice of Life",Lay-duce,13,2023-01,Tv,77,AniList
Ergo Proxy,"Adventure, Mystery, Psychological, Sci-Fi",NBCUniversal Entertainment Japan,23,2006-02,Tv,76,AniList
Oreimo,"Comedy, Slice of Life",Aniplex,12,2010-10,Tv,65,AniList
That Time I Got Reincarnated as a Slime Season 3,"Action, Adventure, Comedy, Fantasy",8-bit,24,2024-04,Tv,77,AniList
Food Wars! The Fifth Plate,"Comedy, Drama, Ecchi",J.C.STAFF,13,2020-04,Tv,71,AniList
Gleipnir,"Action, Ecchi, Mystery, Supernatural",PINE JAM,13,2020-04,Tv,66,AniList
The Disappearance of Haruhi Suzumiya,"Drama, Mystery, Sci-Fi, Supernatural",Kyoto Animation,1,2010-02,Movie,86,AniList
The Tatami Galaxy,"Comedy, Mystery, Psychological, Romance",MADHOUSE,11,2010-04,Tv,85,AniList
TSUKIMICHI -Moonlit Fantasy-,"Action, Adventure, Comedy, Fantasy",C2C,12,2021-07,Tv,76,AniList
Asobi Asobase - workshop of fun -,"Comedy, Slice of Life",Lerche,12,2018-07,Tv,79,AniList
Oshi no Ko Season 2,"Drama, Mystery, Psychological, Supernatural",KADOKAWA,13,2024-07,Tv,85,AniList
In Another World With My Smartphone,"Adventure, Comedy, Fantasy, Romance",Ashi Productions,12,2017-07,Tv,57,AniList
Shangri-La Frontier,"Action, Adventure, Comedy, Fantasy, Sci-Fi",C2C,25,2023-10,Tv,80,AniList
Tomodachi Game,"Drama, Mystery, Psychological, Thriller",Okuruto Noboru,12,2022-04,Ona,76,AniList
Date A Live II,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",AIC Plus+,10,2014-04,Tv,69,AniList
Kizumonogatari Part 3: Reiketsu,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",Shaft,1,2017-01,Movie,87,AniList
Wandering Witch: The Journey of Elaina,"Adventure, Fantasy, Slice of Life",C2C,12,2020-10,Tv,74,AniList
Redo of Healer,"Action, Adventure, Ecchi, Fantasy",TNK,12,2021-01,Tv,57,AniList
The Fruit of Grisaia,"Drama, Ecchi, Psychological, Romance",8-bit,13,2014-10,Tv,71,AniList
Attack on Titan Final Season THE FINAL CHAPTERS Special 2,"Action, Drama, Fantasy, Psychological, Romance",MAPPA,1,2023-11,Special,87,AniList
Paprika,"Fantasy, Mystery, Psychological, Sci-Fi, Thriller",MADHOUSE,1,2006-11,Movie,78,AniList
Made in Abyss: The Golden City of the Scorching Sun,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",KADOKAWA,12,2022-07,Tv,85,AniList
My Next Life as a Villainess: All Routes Lead to Doom!,"Comedy, Fantasy, Romance, Slice of Life",SILVER LINK.,12,2020-04,Tv,73,AniList
Citrus,"Drama, Romance",Passione,12,2018-01,Tv,60,AniList
Uzaki-chan Wants to Hang Out!,"Comedy, Ecchi, Romance, Slice of Life",ENGI,12,2020-07,Tv,67,AniList
Re:ZERO -Starting Life in Another World- Season 3,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",KADOKAWA,16,2024-10,Tv,84,AniList
"So I'm a Spider, So What?","Action, Adventure, Comedy, Fantasy, Mystery",Crunchyroll,24,2021-01,Tv,72,AniList
ODDTAXI,"Drama, Mystery, Psychological, Thriller",OLM,13,2021-04,Tv,85,AniList
Kizumonogatari Part 2: Nekketsu,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",Shaft,1,2016-08,Movie,85,AniList
Fate/stay night [Heaven's Feel] I. presage flower,"Action, Fantasy, Psychological, Supernatural",ufotable,1,2017-10,Movie,80,AniList
Lucky☆Star,"Comedy, Slice of Life",Kyoto Animation,24,2007-04,Tv,75,AniList
PSYCHO-PASS 2,"Action, Psychological, Sci-Fi, Thriller",Tatsunoko Production,11,2014-10,Tv,71,AniList
BEASTARS Season 2,"Drama, Mystery, Psychological, Romance, Slice of Life",Orange,12,2021-01,Tv,78,AniList
Megalobox,"Action, Drama, Sci-Fi, Sports",TMS Entertainment,13,2018-04,Tv,77,AniList
Pokémon,"Action, Adventure, Comedy, Fantasy",TV Tokyo,276,1997-04,Tv,72,AniList
Maquia: When the Promised Flower Blooms,"Drama, Fantasy, Psychological",P.A.WORKS,1,2018-02,Movie,82,AniList
Evangelion: 1.0 You Are (Not) Alone,"Action, Drama, Mecha, Psychological, Sci-Fi",Gainax,1,2007-09,Movie,77,AniList
Blood Lad,"Action, Adventure, Comedy, Ecchi, Supernatural",Brain's Base,10,2013-07,Tv,69,AniList
A Lull in the Sea (Nagi-Asu: Nagi no Asukara),"Drama, Fantasy, Romance, Slice of Life",P.A.WORKS,26,2013-10,Tv,77,AniList
Fairy Tail Final Season,"Action, Adventure, Comedy, Fantasy",A-1 Pictures,51,2018-10,Tv,75,AniList
My First Girlfriend is a Gal,"Comedy, Ecchi, Romance, Slice of Life",NAZ,10,2017-07,Tv,59,AniList
Steins;Gate The Movie – Load Region of Déjà Vu,"Drama, Romance, Sci-Fi, Thriller",Frontier Works,1,2013-04,Movie,82,AniList
